path,pM,pF,pH,s,rM,rF,rH,residual,alpha,alpha_imag,pa_real,pa_imag,SAM,Put,Spd,Spm
async_0.5_0.5_2,0.5,0.5,2.0,0.6333333333333333,0.7958224257542215,0.7958224257542215,0.4011111111111111,4.548212473309832e-09,-0.0140184264023154,0.0,-0.0788440667183462,0.0677421234377657,47.958447104332805,118.78433190751193,84.85285473375778,62.01409137734632
async_0.5_0.5_2,0.5,0.5,2.0,0.6666666666666666,0.816496580927726,0.816496580927726,0.4444444444444444,5.7150941756844995e-09,-0.0138568533908119,0.0,-0.0789624822904833,0.0676624954708393,47.28507143149692,120.17684140959965,85.3314838714438,62.17275818907508
async_0.5_0.5_2,0.5,0.5,2.0,0.7,0.8366600265340756,0.8366600265340756,0.4899999999999999,6.915939820828498e-09,-0.0137008821337695,0.0,-0.079075166147688,0.0675771312258544,46.624068576255326,121.59896292575104,85.82173974552538,62.33780629801601
async_0.5_0.5_2,0.5,0.5,2.0,0.7333333333333333,0.8563488385776752,0.8563488385776752,0.5377777777777777,7.834472626200295e-09,-0.0135522515861054,0.0,-0.0791825555075776,0.0674862982722594,45.97605094724938,123.04865761570586,86.32257931454063,62.508790136150665
async_0.5_0.5_2,0.5,0.5,2.0,0.7666666666666666,0.8755950357709131,0.8755950357709131,0.5877777777777777,7.919538802525494e-09,-0.0134126739950632,0.0,-0.0792850462727277,0.0673902745276051,45.34165571699778,124.52362841241722,86.83291898120098,62.68525881773345
async_0.5_0.5_2,0.5,0.5,2.0,0.8,0.8944271909999159,0.8944271909999159,0.6400000000000001,6.569905508513329e-09,-0.0132838310001203,0.0,-0.0793829969212356,0.0672893499101713,44.72154070420296,126.02130679807604,87.35163355148791,62.866755362526334
async_0.5_0.5_2,0.5,0.5,2.0,0.8333333333333334,0.9128709291752768,0.9128709291752768,0.6944444444444445,3.733021003426984e-09,-0.0131673712240941,0.0,-0.0794767318322694,0.067183827688869,44.11638110643499,127.5388398844951,87.87755558205438,63.05281614690429
async_0.5_0.5_2,0.5,0.5,2.0,0.8666666666666667,0.9309493362512627,0.9309493362512627,0.7511111111111112,1.390944248669257e-09,-0.0130649090411785,0.0,-0.0795665442074138,0.0670740255689501,43.52686680202436,129.0730783414338,88.40947511744587,63.24297053442622
async_0.5_0.5_2,0.5,0.5,2.0,0.9,0.9486832980505138,0.9486832980505138,0.81,2.5613360321585787e-09,-0.0129780240862175,0.0,-0.0796526986935437,0.066960276540718,42.95370003552876,130.62056569352427,88.9461398215528,63.43674065163005
async_0.5_0.5_2,0.5,0.5,2.0,0.9333333333333332,0.966091783079296,0.966091783079296,0.8711111111111112,4.309697487769881e-09,-0.0129082609567626,0.0,-0.079735433770588,0.0668429295135974,42.39759337704726,132.1775294723304,89.4862555018757,63.63364128276721
