rho_program,s,mu,b_met,SAM,met,tlogmu,resid,gain_dlnSAM_dlnmu,alpha_real,alpha_imag,small_noncons_real,small_noncons_imag
0.0,42.60965765981091,2.1517775313320184,64.55332593996056,5251423.5498034265,22.818404257501697,8.216054742077322e-06,8.692725909809723e-12,84294.2081266557,-3.911141176845987e-10,0.0,-3.911141176845987e-10,0.0
0.0,43.10965766245563,2.1517849784128256,64.55354935238476,7478439.409693812,22.818439325630344,5.771029367912517e-06,1.6692284366947225e-08,120008.45388340394,-2.3242287316878838e-10,0.0,-2.3242287316878838e-10,0.0
0.0,43.60965766376258,2.151790209078695,64.55370627236084,10649975.090822382,22.818463969143306,4.053243876839252e-06,8.263363988585155e-09,170869.78175418722,-4.7413430296056003e-11,8.169176132853372e-11,-4.7413430296056003e-11,8.169176132853372e-11
0.0,44.10965766440804,2.151793882689122,64.55381648067366,15166619.402342148,22.81848128294925,2.8465820540446445e-06,4.05135850699554e-09,243302.32950556732,-2.348240301949744e-11,7.262970570573046e-11,-2.348240301949744e-11,7.262970570573046e-11
0.0,44.609657664726655,2.1517964625999904,64.55389387799971,21598858.48965449,22.81849344514843,1.999054639545417e-06,2.008223555069891e-09,346454.88709473005,-1.15754011552697e-11,3.9775648704148695e-11,-1.15754011552697e-11,3.9775648704148695e-11
0.0,45.10965766488388,2.151798274353356,64.55394823060068,30759132.52512769,22.81850198759516,1.4038204359523296e-06,9.832467630078712e-10,493356.39804108586,-5.752322262426481e-12,4.6706396357825983e-11,-5.752322262426481e-12,4.6706396357825983e-11
0.0,45.60965766496145,2.1517995466293964,64.55398639888189,43804453.0121352,22.81850798713252,9.857994662798573e-07,4.846683766615777e-10,702561.6284501421,-2.796088455896496e-12,3.662131086404667e-11,-2.796088455896496e-12,3.662131086404667e-11
0.0,46.10965766499972,2.1518004400482584,64.55401320144776,62382542.039520286,22.81851220049564,6.92243133815218e-07,2.531076272042454e-10,1000494.7730939756,-1.695534378382883e-12,3.263688634577313e-11,-1.695534378382883e-12,3.263688634577313e-11
0.0,46.60965766501859,2.151801067417056,64.55403202251168,88839951.97368671,22.81851515934543,4.86098033519733e-07,1.0391595470346714e-10,1424787.0273287252,-8.380123805512097e-13,3.296074318466997e-11,-8.380123805512097e-13,3.296074318466997e-11
0.0,47.109657665027896,2.151801507958244,64.55404523874732,126518452.67040372,22.81851723715117,3.4133879225906044e-07,3.682061387130725e-11,2029029.69428494,-3.159279811715977e-13,1.1981251490649052e-11,-3.159279811715977e-13,1.1981251490649052e-11
0.0,47.609657665032486,2.1518018173061484,64.55405451918445,180177122.14041507,22.818518696229244,2.396873044763215e-07,2.018315130723509e-11,2889543.160914202,-3.374904187443817e-13,1.9693761809591662e-11,-3.374904187443817e-13,1.9693761809591662e-11
0.0,48.109657665034746,2.1518020345291298,64.5540610358739,256593453.8943162,22.818519720810027,1.6830721205618457e-07,1.1147053133521396e-11,4115016.760678553,2.2612383437272557e-13,1.4511663888900027e-11,2.2612383437272557e-13,1.4511663888900027e-11
0.0,48.60965766503586,2.151802187061812,64.55406561185434,365419405.34512657,22.81852044027509,1.1818414855091497e-07,8.692732639536144e-12,5860237.03563954,-5.373195367025698e-12,0.0,-5.373195367025698e-12,0.0
0.0,49.10965766503641,2.1518022941691,64.554068825073,520400512.62012815,22.81852094548321,8.29879248376297e-08,8.692735419045997e-12,8345638.39962398,-1.1838447065290908e-11,0.0,-1.1838447065290908e-11,0.0
0.0,49.60965766503668,2.1518023693788995,64.55407108136698,741112055.1512635,22.81852130023849,5.827335150532246e-08,8.692736557675964e-12,11885145.792892013,1.3927945482001974e-11,0.0,1.3927945482001974e-11,0.0
0.0,50.10965766503681,2.151802422190499,64.55407266571497,1055431560.6889416,22.818521549345515,4.091896865787703e-08,1.4373831672172327e-11,14405483.037631497,9.34689242830788e-12,0.0,9.34689242830788e-12,0.0
