rM,rF,rH,residual,alpha,alpha_imag,SAM,Put,Spd,Spm
1.0,0.5,0.5,3.9485502156821894e-07,-0.013887932202715069,0.0,42.69637502719731,122.55877623753015,82.3008084597041,59.60578897147167
1.0,0.5,0.75,2.416819882000709e-07,-0.013112996872076729,0.0,42.56617489141573,122.77507512728816,82.32088773153968,59.59234291780734
1.0,0.5,1.0,1.391008268569749e-07,-0.012737193284228555,0.0,42.383716929204425,123.08041145550838,82.34913335607975,59.57341713590685
1.0,0.75,1.0,7.633930998451888e-08,-0.012781074452101464,0.0,41.85954206102734,129.1579930011702,86.45357213026188,61.80962057524515
1.0,0.75,0.75,5.0651948413360515e-08,-0.013154799573969662,0.0,42.04989927268967,128.7681279203294,86.38383530672152,61.807585685319566
1.0,0.75,0.5,8.120004935108227e-08,-0.013929221862147902,0.0,42.18725386679804,128.48895979069127,86.33368803916406,61.8060904025206
1.0,0.75,0.25,1.2244086633472762e-07,-0.01519428503877154,0.0,42.265524447296315,128.33067384368638,86.30517619237825,61.805228335760795
1.0,0.75,0.0,1.7683824182768149e-07,-0.017058555863280922,0.0,42.27811236008836,128.30527107468887,86.30059509971984,61.805089019771174
1.0,1.0,0.0,5.262026814278897e-08,-0.017100649339509156,0.0,41.78456979203836,134.23806145614606,90.32185454184597,63.983803370525955
1.0,1.0,0.25,6.063537298928168e-07,-0.015236569104674245,0.0,41.766419645918795,134.2810655976795,90.33199202977521,63.985885660638445
1.0,1.0,0.5,3.900097667042246e-07,-0.013971341922095058,0.0,41.681830136806916,134.48196399128037,90.37928380543387,63.995589341096476
1.0,1.0,0.75,2.370230163251108e-07,-0.013197596552811771,0.0,41.53745556139025,134.82666786510472,90.46017154450614,64.01214934400763
1.0,1.0,1.0,1.3533647802432824e-07,-0.012826097978510552,0.0,41.33945162479132,135.30317981248697,90.5714595057936,64.03485653070612
