rho,SAM_uM,Putrescine_uM,Spermidine_uM,Spermine_uM,dcSAM_uM,Vmax_ODC,Vmax_SSAT,Vmax_SAMDC,Antz,spectral_abscissa_per_h,polyamine_pair_real_per_h,polyamine_pair_imag_per_h,antz_mode_real_per_h,theta_ODCsyn_SAM,theta_SAMDCsyn_SAM,residual_scaled_max
0.8300000000000001,45.85742071548166,122.86515524415375,86.04526470575752,62.329457778380174,0.011490603715940111,90.60856934263239,44.51241674524131,27.06398863063938,0.5973825395763193,-0.012772617292597058,-0.07909356499066852,0.06755144118773299,-0.01975647684030527,-0.873845931169297,-0.8738459311692973,9.100994801706196e-12
0.84,45.60249059725723,123.48294532907133,86.27286085630513,62.413436307238136,0.011516855409698845,91.071065735988,44.60588914906297,27.2251018601896,0.5978869718976229,-0.012768896139636847,-0.07914665289005973,0.06750932112762574,-0.019758125649045596,-0.8822150833818475,-0.8822150833818476,1.409169789469121e-11
0.85,45.34641091938257,124.11312431200304,86.50497294862258,62.49938225556524,0.011543751280612706,91.54291872937914,44.70130656125634,27.389668681889614,0.5984005985839154,-0.012765987463225612,-0.07919902293097293,0.06746560109479156,-0.01975978469116964,-0.8904728299824674,-0.8904728299824677,6.752188827429381e-12
0.86,45.08914636801135,124.75600369256433,86.74165554584322,62.58730853781076,0.011571297513232543,92.024365456334,44.79868922509617,27.557775356254474,0.5989234529268395,-0.012763898555910952,-0.07925066509201167,0.06742025518706547,-0.019761453866156648,-0.8986176228462709,-0.8986176228462709,1.5347723092418164e-12
0.87,44.83066025210027,125.41190872058543,86.98296527153575,62.677228561466364,0.011599500510528965,92.51565355463161,44.8980581499006,27.72951192378425,0.5994555701302945,-0.012762637194716724,-0.07930156925285689,0.06737325704013734,-0.01976313307810478,-0.9066479499454959,-0.9066479499454957,3.2292224182734945e-12
0.88,44.57091442847052,126.08117924444704,87.22896093416098,62.76915626103711,0.011628366906378747,93.01704181546988,44.999435158559415,27.90497243723939,0.5999969874896292,-0.012762211658310138,-0.07935172520660966,0.06732457980488804,-0.0197648222361433,-0.9145623349676927,-0.9145623349676927,9.981092040671583e-12
0.89,44.309869222405794,126.76417062279229,87.47970365975434,62.863106134122845,0.011657903578853815,93.52880088127489,45.10284293816314,28.084255211325104,0.6005477445813754,-0.01276263074832159,-0.07940112267372901,0.06727419612260238,-0.01976652125484591,-0.9223593368425446,-0.9223593368425445,2.6420148582049123e-12
0.9,44.04748334347063,127.46125470518164,87.73525703345071,62.95909327975342,0.011688117664369987,94.0512139964405,45.208305093961236,28.26746309131968,0.601107883464205,-0.01276390380880821,-0.07944975131803449,0.0672220780976721,-0.019768230054678423,-0.9300375491749723,-0.9300375491749723,2.5579538487363607e-12
0.91,43.78371379620458,128.1728208878321,87.99568725052183,63.05713343913352,0.011719016572757826,94.5845778157271,45.315846206896616,28.454703742339774,0.6016774488918522,-0.012766040750291132,-0.07949760076453848,0.06716819726786086,-0.01976994856243839,-0.9375955995821015,-0.9375955995821016,4.403220155771865e-12
0.92,43.518515785321455,128.89927725120802,88.26106327765717,63.15724303896678,0.011750608003323101,95.12920327553721,45.42549189498719,28.6460899611097,0.6022564885388065,-0.012769052073838138,-0.07954466061961221,0.06711252457185615,-0.019771676711726985,-0.9450321489315371,-0.945032148931537,2.641888214531526e-12
0.93,43.251842615009124,129.64105178694658,88.53145702528303,63.259439237541436,0.01178289996197007,95.6854165338343,45.53726887884734,28.841740012299255,0.6028450532396613,-0.012772948896372325,-0.07959092049414715,0.06705503031328751,-0.019773414443451466,-0.9523458904782497,-0.9523458904782498,4.1095330101948995e-12
0.9400000000000001,42.98364558189338,130.39859372238817,88.80694353179106,63.36373997377769,0.011815900779467379,96.25355998508377,45.65120505167063,29.041777991712923,0.6034431972430624,-0.01277774297936278,-0.07963637002883522,0.0669956841218973,-0.019775161706324623,-0.9595355488972281,-0.9595355488972283,5.870656402405031e-12
0.9500000000000001,42.713873861190436,131.17237495187572,89.08760116062376,63.47016401945305,0.011849619130943163,96.83399335728521,45.767329554023036,29.246334218860106,0.604050978481304,-0.01278344676029903,-0.07968099892313846,0.06693445491089703,-0.019776918457397732,-0.9665998792088527,-0.9665998792088526,4.035882739117369e-12
0.96,42.442474385532975,131.96289158497925,89.37351181125477,63.578731034841,0.011884064056703583,97.42709489893275,45.885672853828716,29.455545661711803,0.6046684588567052,-0.01279007338273611,-0.07972479696677161,0.06687131083074462,-0.019778684662614218,-0.9735376655937381,-0.9735376655937379,8.885494451732502e-12
0.97,42.16939171590753,132.77066562292924,89.66476114520162,63.68946162801985,0.011919244984477832,98.03326266461606,46.00626683196644,29.66955639676095,0.6052957045460006,-0.012797636733459447,-0.07976775407579026,0.06680621921814282,-0.019780460297387836,-0.9803477200935435,-0.9803477200935433,6.536993168992922e-13
0.98,41.894567904096114,133.59624677579723,89.9614388283129,63.802377418131265,0.011955171753201295,98.65291590894255,46.129144873933235,29.888518107851215,0.6059327863240973,-0.012806151479679029,-0.07980986033218428,0.06673914654091309,-0.019782245347205914,-0.9870288811939731,-0.9870288811939734,2.9350987953673184e-12
0.99,41.617942345955996,134.44021443438947,90.26363879069538,63.917501102893816,0.011991854638459434,99.28649659957341,46.25434196807677,30.112590627636283,0.606579779908674,-0.012815633109868293,-0.07985110602759507,0.06667005833796529,-0.019784039808247694,-0.9935800122858762,-0.9935800122858761,2.6147972675971687e-12
1.0,41.33945162481702,135.30317981242447,90.57145950577944,64.03485653070328,0.012029304379725853,99.93447106140559,46.3818948109448,30.34194252597507,0.6072367663272308,-0.012826097978475311,-0.07989148171268562,0.06659891915348597,-0.01978584368804845,-1.0,-0.9999999999999999,1.2221335055073723e-12
